name;version OLD;version NEW;URL к репозиторию;alternative;dependency;комментарий
mimic-function;5.0.1;5.0.1;https://www.npmjs.com/package/mimic-function;npm install mimic-function@5.0.1;onetime;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
mini-css-extract-plugin;2.10.2;2.10.2;https://www.npmjs.com/package/mini-css-extract-plugin;npm install mini-css-extract-plugin@2.10.2;@angular-devkit/build-angular;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
minimalistic-assert;1.0.1;1.0.1;https://www.npmjs.com/package/minimalistic-assert;npm install minimalistic-assert@1.0.1;wbuf;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
minimatch;10.2.6;10.2.6;https://www.npmjs.com/package/minimatch;npm install minimatch@10.2.6;@eslint/config-array, @typescript-eslint/typescript-estree, eslint, glob, test-exclude;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
minimist;1.2.8;1.2.8;https://www.npmjs.com/package/minimist;npm install minimist@1.2.8;handlebars;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
minimizer-webpack-plugin;5.10.1;5.10.1;https://www.npmjs.com/package/minimizer-webpack-plugin;npm install minimizer-webpack-plugin@5.10.1;webpack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
minipass;7.1.3;7.1.3;https://www.npmjs.com/package/minipass;npm install minipass@7.1.3;glob, path-scurry;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
mrmime;2.0.1;2.0.1;https://www.npmjs.com/package/mrmime;npm install mrmime@2.0.1;@angular-architects/native-federation, @angular/build;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
ms;2.1.3;2.1.3;https://www.npmjs.com/package/ms;npm install ms@2.1.3;debug, send;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
msgpackr;1.12.1;1.12.1;https://www.npmjs.com/package/msgpackr;npm install msgpackr@1.12.1;lmdb;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
msgpackr-extract;3.0.4;3.0.4;https://www.npmjs.com/package/msgpackr-extract;npm install msgpackr-extract@3.0.4;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
multicast-dns;7.2.5;7.2.5;https://www.npmjs.com/package/multicast-dns;npm install multicast-dns@7.2.5;bonjour-service;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
mute-stream;3.0.0;3.0.0;https://www.npmjs.com/package/mute-stream;npm install mute-stream@3.0.0;@inquirer/core;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
nanoid;3.3.19;3.3.19;https://www.npmjs.com/package/nanoid;npm install nanoid@3.3.19;postcss;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
napi-postinstall;0.3.4;0.3.4;https://www.npmjs.com/package/napi-postinstall;npm install napi-postinstall@0.3.4;unrs-resolver;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
natural-compare;1.4.0;1.4.0;https://www.npmjs.com/package/natural-compare;npm install natural-compare@1.4.0;@jest/snapshot-utils, @typescript-eslint/eslint-plugin, eslint;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
needle;3.5.0;3.5.0;https://www.npmjs.com/package/needle;npm install needle@3.5.0;probe-image-size;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
negotiator;1.1.0;1.1.0;https://www.npmjs.com/package/negotiator;npm install negotiator@1.1.0;accepts, compression;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
neo-async;2.6.2;2.6.2;https://www.npmjs.com/package/neo-async;npm install neo-async@2.6.2;handlebars, webpack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
node-addon-api;6.1.0;6.1.0;https://www.npmjs.com/package/node-addon-api;npm install node-addon-api@6.1.0;@parcel/watcher, lmdb;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
node-domexception;1.0.0;1.0.0;https://www.npmjs.com/package/node-domexception;npm install node-domexception@1.0.0;fetch-blob;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
node-fetch;3.3.2;3.3.2;https://www.npmjs.com/package/node-fetch;npm install node-fetch@3.3.2;@angular-architects/module-federation;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
node-gyp-build-optional-packages;5.2.2;5.2.2;https://www.npmjs.com/package/node-gyp-build-optional-packages;npm install node-gyp-build-optional-packages@5.2.2;lmdb, msgpackr-extract;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
node-int64;0.4.0;0.4.0;https://www.npmjs.com/package/node-int64;npm install node-int64@0.4.0;bser;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
node-releases;2.0.55;2.0.55;https://www.npmjs.com/package/node-releases;npm install node-releases@2.0.55;browserslist;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
normalize-path;3.0.0;3.0.0;https://www.npmjs.com/package/normalize-path;npm install normalize-path@3.0.0;anymatch, chokidar, copy-webpack-plugin;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
npm-package-arg;14.0.0;14.0.0;https://www.npmjs.com/package/npm-package-arg;npm install npm-package-arg@14.0.0;@angular/cli;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
npm-run-path;4.0.1;4.0.1;https://www.npmjs.com/package/npm-run-path;npm install npm-run-path@4.0.1;execa;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
nth-check;2.1.1;2.1.1;https://www.npmjs.com/package/nth-check;npm install nth-check@2.1.1;css-select;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
nwsapi;2.2.27;2.2.27;https://www.npmjs.com/package/nwsapi;npm install nwsapi@2.2.27;jsdom;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
object-assign;4.1.1;4.1.1;https://www.npmjs.com/package/object-assign;npm install object-assign@4.1.1;cors;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
object-inspect;1.13.4;1.13.4;https://www.npmjs.com/package/object-inspect;npm install object-inspect@1.13.4;side-channel, side-channel-list, side-channel-map, side-channel-weakmap;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
obuf;1.1.2;1.1.2;https://www.npmjs.com/package/obuf;npm install obuf@1.1.2;hpack.js, spdy-transport;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
obug;2.2.1;2.2.1;https://www.npmjs.com/package/obug;npm install obug@2.2.1;@babel/core, @babel/traverse;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
on-finished;2.4.1;2.4.1;https://www.npmjs.com/package/on-finished;npm install on-finished@2.4.1;body-parser, express, finalhandler, send, webpack-dev-middleware;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
on-headers;1.1.0;1.1.0;https://www.npmjs.com/package/on-headers;npm install on-headers@1.1.0;compression;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
once;1.4.0;1.4.0;https://www.npmjs.com/package/once;npm install once@1.4.0;express;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
onetime;7.0.0;7.0.0;https://www.npmjs.com/package/onetime;npm install onetime@7.0.0;execa, restore-cursor;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
open;11.0.0;11.0.0;https://www.npmjs.com/package/open;npm install open@11.0.0;@angular-devkit/build-angular, webpack-dev-server;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
optionator;0.9.4;0.9.4;https://www.npmjs.com/package/optionator;npm install optionator@0.9.4;eslint;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
ora;9.4.1;9.4.1;https://www.npmjs.com/package/ora;npm install ora@9.4.1;@angular-devkit/build-angular, @angular-devkit/schematics;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
ordered-binary;1.6.1;1.6.1;https://www.npmjs.com/package/ordered-binary;npm install ordered-binary@1.6.1;lmdb;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
oxc-parser;0.142.0;0.142.0;https://www.npmjs.com/package/oxc-parser;npm install oxc-parser@0.142.0;@angular/build, @chialab/estransform;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
p-limit;3.1.0;3.1.0;https://www.npmjs.com/package/p-limit;npm install p-limit@3.1.0;jest-changed-files, jest-circus, jest-runner, p-locate;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
p-locate;5.0.0;5.0.0;https://www.npmjs.com/package/p-locate;npm install p-locate@5.0.0;locate-path;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
p-retry;6.2.1;6.2.1;https://www.npmjs.com/package/p-retry;npm install p-retry@6.2.1;webpack-dev-server;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
p-try;2.2.0;2.2.0;https://www.npmjs.com/package/p-try;npm install p-try@2.2.0;p-limit;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
package-json-from-dist;1.0.1;1.0.1;https://www.npmjs.com/package/package-json-from-dist;npm install package-json-from-dist@1.0.1;glob;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
parent-module;1.0.1;1.0.1;https://www.npmjs.com/package/parent-module;npm install parent-module@1.0.1;import-fresh;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
parse-json;5.2.0;5.2.0;https://www.npmjs.com/package/parse-json;npm install parse-json@5.2.0;cosmiconfig, jest-config;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
parse-node-version;1.0.1;1.0.1;https://www.npmjs.com/package/parse-node-version;npm install parse-node-version@1.0.1;less;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
parse5;8.0.1;8.0.1;https://www.npmjs.com/package/parse5;npm install parse5@8.0.1;@angular/cdk, @types/jsdom, jsdom, parse5-html-rewriting-stream, parse5-sax-parser;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
parse5-html-rewriting-stream;8.0.1;8.0.1;https://www.npmjs.com/package/parse5-html-rewriting-stream;npm install parse5-html-rewriting-stream@8.0.1;@angular/build, @angular/cli;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
parse5-sax-parser;8.0.0;8.0.0;https://www.npmjs.com/package/parse5-sax-parser;npm install parse5-sax-parser@8.0.0;parse5-html-rewriting-stream;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
parseurl;1.3.3;1.3.3;https://www.npmjs.com/package/parseurl;npm install parseurl@1.3.3;express, finalhandler, router, serve-index, serve-static;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
path-exists;4.0.0;4.0.0;https://www.npmjs.com/package/path-exists;npm install path-exists@4.0.0;find-up;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
path-key;3.1.1;3.1.1;https://www.npmjs.com/package/path-key;npm install path-key@3.1.1;cross-spawn, npm-run-path;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
path-scurry;2.0.2;2.0.2;https://www.npmjs.com/package/path-scurry;npm install path-scurry@2.0.2;glob;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
path-to-regexp;8.4.2;8.4.2;https://www.npmjs.com/package/path-to-regexp;npm install path-to-regexp@8.4.2;express, router;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
picocolors;1.1.1;1.1.1;https://www.npmjs.com/package/picocolors;npm install picocolors@1.1.1;@babel/code-frame, autoprefixer, beasties, launch-editor, postcss, update-browserslist-db;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
picomatch;4.0.5;4.0.5;https://www.npmjs.com/package/picomatch;npm install picomatch@4.0.5;@angular-devkit/build-angular, @angular-devkit/core, @angular/build, @parcel/watcher, anymatch, jest-haste-map, jest-message-util, jest-util, micromatch, readdirp, tinyglobby, vite;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
pirates;4.0.7;4.0.7;https://www.npmjs.com/package/pirates;npm install pirates@4.0.7;@jest/transform;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
piscina;5.2.0;5.2.0;https://www.npmjs.com/package/piscina;npm install piscina@5.2.0;@angular-devkit/build-angular, @angular/build;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
pkce-challenge;5.0.1;5.0.1;https://www.npmjs.com/package/pkce-challenge;npm install pkce-challenge@5.0.1;@modelcontextprotocol/sdk;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
pkg-dir;4.2.0;4.2.0;https://www.npmjs.com/package/pkg-dir;npm install pkg-dir@4.2.0;import-local;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
pkijs;3.4.0;3.4.0;https://www.npmjs.com/package/pkijs;npm install pkijs@3.4.0;selfsigned;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
postcss;8.5.25;8.5.25;https://www.npmjs.com/package/postcss;npm install postcss@8.5.25;@angular-devkit/build-angular, beasties, css-loader, resolve-url-loader, vite;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
postcss-loader;8.2.1;8.2.1;https://www.npmjs.com/package/postcss-loader;npm install postcss-loader@8.2.1;@angular-devkit/build-angular;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
postcss-media-query-parser;0.2.3;0.2.3;https://www.npmjs.com/package/postcss-media-query-parser;npm install postcss-media-query-parser@0.2.3;beasties;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
postcss-modules-extract-imports;3.1.0;3.1.0;https://www.npmjs.com/package/postcss-modules-extract-imports;npm install postcss-modules-extract-imports@3.1.0;css-loader;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
postcss-modules-local-by-default;4.2.0;4.2.0;https://www.npmjs.com/package/postcss-modules-local-by-default;npm install postcss-modules-local-by-default@4.2.0;css-loader;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
postcss-modules-scope;3.2.1;3.2.1;https://www.npmjs.com/package/postcss-modules-scope;npm install postcss-modules-scope@3.2.1;css-loader;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
postcss-modules-values;4.0.0;4.0.0;https://www.npmjs.com/package/postcss-modules-values;npm install postcss-modules-values@4.0.0;css-loader;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
postcss-safe-parser;7.1.0;7.1.0;https://www.npmjs.com/package/postcss-safe-parser;npm install postcss-safe-parser@7.1.0;beasties;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
postcss-selector-parser;7.1.6;7.1.6;https://www.npmjs.com/package/postcss-selector-parser;npm install postcss-selector-parser@7.1.6;postcss-modules-local-by-default, postcss-modules-scope;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
postcss-value-parser;4.2.0;4.2.0;https://www.npmjs.com/package/postcss-value-parser;npm install postcss-value-parser@4.2.0;autoprefixer, css-loader, postcss-modules-local-by-default;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
powershell-utils;0.1.0;0.1.0;https://www.npmjs.com/package/powershell-utils;npm install powershell-utils@0.1.0;open, wsl-utils;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
prelude-ls;1.2.1;1.2.1;https://www.npmjs.com/package/prelude-ls;npm install prelude-ls@1.2.1;levn, optionator, type-check;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
pretty-format;30.5.1;30.5.1;https://www.npmjs.com/package/pretty-format;npm install pretty-format@30.5.1;@jest/core, @types/jest, jest-circus, jest-config, jest-diff, jest-each, jest-leak-detector, jest-matcher-utils, jest-message-util, jest-preset-angular, jest-snapshot, jest-validate;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
probe-image-size;7.4.0;7.4.0;https://www.npmjs.com/package/probe-image-size;npm install probe-image-size@7.4.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
proc-log;7.0.0;7.0.0;https://www.npmjs.com/package/proc-log;npm install proc-log@7.0.0;npm-package-arg;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
process-nextick-args;2.0.1;2.0.1;https://www.npmjs.com/package/process-nextick-args;npm install process-nextick-args@2.0.1;readable-stream;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
proxy-addr;2.0.7;2.0.7;https://www.npmjs.com/package/proxy-addr;npm install proxy-addr@2.0.7;express;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
proxy-agent-negotiate;1.1.0;1.1.0;https://www.npmjs.com/package/proxy-agent-negotiate;npm install proxy-agent-negotiate@1.1.0;https-proxy-agent;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
prr;1.0.1;1.0.1;https://www.npmjs.com/package/prr;npm install prr@1.0.1;errno;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
punycode;2.3.1;2.3.1;https://www.npmjs.com/package/punycode;npm install punycode@2.3.1;tr46, uri-js;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
pure-rand;7.0.1;7.0.1;https://www.npmjs.com/package/pure-rand;npm install pure-rand@7.0.1;jest-circus;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
pvtsutils;1.3.6;1.3.6;https://www.npmjs.com/package/pvtsutils;npm install pvtsutils@1.3.6;@peculiar/x509, asn1js, pkijs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
pvutils;1.2.0;1.2.0;https://www.npmjs.com/package/pvutils;npm install pvutils@1.2.0;asn1js, pkijs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
qified;0.10.1;0.10.1;https://www.npmjs.com/package/qified;npm install qified@0.10.1;cacheable;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
qs;6.16.0;6.16.0;https://www.npmjs.com/package/qs;npm install qs@6.16.0;body-parser, express;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
queue-microtask;1.2.3;1.2.3;https://www.npmjs.com/package/queue-microtask;npm install queue-microtask@1.2.3;run-parallel;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
range-parser;1.3.0;1.3.0;https://www.npmjs.com/package/range-parser;npm install range-parser@1.3.0;express, send, webpack-dev-middleware;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
raw-body;3.0.2;3.0.2;https://www.npmjs.com/package/raw-body;npm install raw-body@3.0.2;@modelcontextprotocol/sdk, body-parser;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
readable-stream;3.6.2;3.6.2;https://www.npmjs.com/package/readable-stream;npm install readable-stream@3.6.2;hpack.js, spdy-transport;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
readdirp;5.1.1;5.1.1;https://www.npmjs.com/package/readdirp;npm install readdirp@5.1.1;chokidar;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
reflect-metadata;0.2.2;0.2.2;https://www.npmjs.com/package/reflect-metadata;npm install reflect-metadata@0.2.2;@angular/compiler-cli, @peculiar/x509;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
regenerate;1.4.2;1.4.2;https://www.npmjs.com/package/regenerate;npm install regenerate@1.4.2;regenerate-unicode-properties, regexpu-core;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
regenerate-unicode-properties;10.2.2;10.2.2;https://www.npmjs.com/package/regenerate-unicode-properties;npm install regenerate-unicode-properties@10.2.2;regexpu-core;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
regex-parser;2.3.1;2.3.1;https://www.npmjs.com/package/regex-parser;npm install regex-parser@2.3.1;adjust-sourcemap-loader;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
regexpu-core;6.4.0;6.4.0;https://www.npmjs.com/package/regexpu-core;npm install regexpu-core@6.4.0;@babel/helper-create-regexp-features-plugin;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
regjsgen;0.8.0;0.8.0;https://www.npmjs.com/package/regjsgen;npm install regjsgen@0.8.0;regexpu-core;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
regjsparser;0.13.2;0.13.2;https://www.npmjs.com/package/regjsparser;npm install regjsparser@0.13.2;regexpu-core;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
require-directory;2.1.1;2.1.1;https://www.npmjs.com/package/require-directory;npm install require-directory@2.1.1;yargs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
require-from-string;2.0.2;2.0.2;https://www.npmjs.com/package/require-from-string;npm install require-from-string@2.0.2;ajv, bidi-js;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
requires-port;1.0.0;1.0.0;https://www.npmjs.com/package/requires-port;npm install requires-port@1.0.0;http-proxy;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
resolve-cwd;3.0.0;3.0.0;https://www.npmjs.com/package/resolve-cwd;npm install resolve-cwd@3.0.0;import-local;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
resolve-from;5.0.0;5.0.0;https://www.npmjs.com/package/resolve-from;npm install resolve-from@5.0.0;@istanbuljs/load-nyc-config, import-fresh, resolve-cwd;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
resolve-pkg-maps;1.0.0;1.0.0;https://www.npmjs.com/package/resolve-pkg-maps;npm install resolve-pkg-maps@1.0.0;get-tsconfig;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
resolve-url-loader;5.0.0;5.0.0;https://www.npmjs.com/package/resolve-url-loader;npm install resolve-url-loader@5.0.0;@angular-devkit/build-angular;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
restore-cursor;5.1.0;5.1.0;https://www.npmjs.com/package/restore-cursor;npm install restore-cursor@5.1.0;cli-cursor;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
retry;0.13.1;0.13.1;https://www.npmjs.com/package/retry;npm install retry@0.13.1;p-retry;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
