name;version OLD;version NEW;URL к репозиторию;alternative;dependency;комментарий;Версия ПО (опросник);Статус
@module-federation/webpack-bundler-runtime;2.9.0;2.9.0;https://www.npmjs.com/package/%40module-federation%2Fwebpack-bundler-runtime;npm install @module-federation/webpack-bundler-runtime@2.9.0;@module-federation/enhanced, @module-federation/runtime-tools;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@msgpackr-extract/msgpackr-extract-darwin-arm64;3.0.4;3.0.4;https://www.npmjs.com/package/%40msgpackr-extract%2Fmsgpackr-extract-darwin-arm64;npm install @msgpackr-extract/msgpackr-extract-darwin-arm64@3.0.4;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@msgpackr-extract/msgpackr-extract-darwin-x64;3.0.4;3.0.4;https://www.npmjs.com/package/%40msgpackr-extract%2Fmsgpackr-extract-darwin-x64;npm install @msgpackr-extract/msgpackr-extract-darwin-x64@3.0.4;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@msgpackr-extract/msgpackr-extract-linux-arm;3.0.4;3.0.4;https://www.npmjs.com/package/%40msgpackr-extract%2Fmsgpackr-extract-linux-arm;npm install @msgpackr-extract/msgpackr-extract-linux-arm@3.0.4;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@msgpackr-extract/msgpackr-extract-linux-arm64;3.0.4;3.0.4;https://www.npmjs.com/package/%40msgpackr-extract%2Fmsgpackr-extract-linux-arm64;npm install @msgpackr-extract/msgpackr-extract-linux-arm64@3.0.4;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@msgpackr-extract/msgpackr-extract-linux-x64;3.0.4;3.0.4;https://www.npmjs.com/package/%40msgpackr-extract%2Fmsgpackr-extract-linux-x64;npm install @msgpackr-extract/msgpackr-extract-linux-x64@3.0.4;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@msgpackr-extract/msgpackr-extract-win32-x64;3.0.4;3.0.4;https://www.npmjs.com/package/%40msgpackr-extract%2Fmsgpackr-extract-win32-x64;npm install @msgpackr-extract/msgpackr-extract-win32-x64@3.0.4;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice;1.1.1;1.1.1;https://www.npmjs.com/package/%40napi-rs%2Fnice;npm install @napi-rs/nice@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice-android-arm-eabi;1.1.1;1.1.1;https://www.npmjs.com/package/%40napi-rs%2Fnice-android-arm-eabi;npm install @napi-rs/nice-android-arm-eabi@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice-android-arm64;1.1.1;1.1.1;https://www.npmjs.com/package/%40napi-rs%2Fnice-android-arm64;npm install @napi-rs/nice-android-arm64@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice-darwin-arm64;1.1.1;1.1.1;https://www.npmjs.com/package/%40napi-rs%2Fnice-darwin-arm64;npm install @napi-rs/nice-darwin-arm64@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice-darwin-x64;1.1.1;1.1.1;https://www.npmjs.com/package/%40napi-rs%2Fnice-darwin-x64;npm install @napi-rs/nice-darwin-x64@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice-freebsd-x64;1.1.1;1.1.1;https://www.npmjs.com/package/%40napi-rs%2Fnice-freebsd-x64;npm install @napi-rs/nice-freebsd-x64@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice-linux-arm-gnueabihf;1.1.1;1.1.1;https://www.npmjs.com/package/%40napi-rs%2Fnice-linux-arm-gnueabihf;npm install @napi-rs/nice-linux-arm-gnueabihf@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice-linux-arm64-gnu;1.1.1;1.1.1;https://www.npmjs.com/package/%40napi-rs%2Fnice-linux-arm64-gnu;npm install @napi-rs/nice-linux-arm64-gnu@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice-linux-arm64-musl;1.1.1;1.1.1;https://www.npmjs.com/package/%40napi-rs%2Fnice-linux-arm64-musl;npm install @napi-rs/nice-linux-arm64-musl@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice-linux-ppc64-gnu;1.1.1;1.1.1;https://www.npmjs.com/package/%40napi-rs%2Fnice-linux-ppc64-gnu;npm install @napi-rs/nice-linux-ppc64-gnu@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice-linux-riscv64-gnu;1.1.1;1.1.1;https://www.npmjs.com/package/%40napi-rs%2Fnice-linux-riscv64-gnu;npm install @napi-rs/nice-linux-riscv64-gnu@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice-linux-s390x-gnu;1.1.1;1.1.1;https://www.npmjs.com/package/%40napi-rs%2Fnice-linux-s390x-gnu;npm install @napi-rs/nice-linux-s390x-gnu@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice-linux-x64-gnu;1.1.1;1.1.1;https://www.npmjs.com/package/%40napi-rs%2Fnice-linux-x64-gnu;npm install @napi-rs/nice-linux-x64-gnu@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice-linux-x64-musl;1.1.1;1.1.1;https://www.npmjs.com/package/%40napi-rs%2Fnice-linux-x64-musl;npm install @napi-rs/nice-linux-x64-musl@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice-openharmony-arm64;1.1.1;1.1.1;https://www.npmjs.com/package/%40napi-rs%2Fnice-openharmony-arm64;npm install @napi-rs/nice-openharmony-arm64@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice-win32-arm64-msvc;1.1.1;1.1.1;https://www.npmjs.com/package/%40napi-rs%2Fnice-win32-arm64-msvc;npm install @napi-rs/nice-win32-arm64-msvc@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice-win32-ia32-msvc;1.1.1;1.1.1;https://www.npmjs.com/package/%40napi-rs%2Fnice-win32-ia32-msvc;npm install @napi-rs/nice-win32-ia32-msvc@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/nice-win32-x64-msvc;1.1.1;1.1.1;https://www.npmjs.com/package/%40napi-rs%2Fnice-win32-x64-msvc;npm install @napi-rs/nice-win32-x64-msvc@1.1.1;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@napi-rs/wasm-runtime;1.1.6;1.1.6;https://www.npmjs.com/package/%40napi-rs%2Fwasm-runtime;npm install @napi-rs/wasm-runtime@1.1.6;@oxc-parser/binding-wasm32-wasi, @rolldown/binding-wasm32-wasi, @rspack/binding-wasm32-wasi, @unrs/resolver-binding-wasm32-wasi;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;1.2.3;версия не совпадает
@ngtools/webpack;22.1.8;22.1.8;https://www.npmjs.com/package/%40ngtools%2Fwebpack;npm install @ngtools/webpack@22.1.8;@angular-devkit/build-angular;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;22.1.6;версия не совпадает
@noble/hashes;1.4.0;1.4.0;https://www.npmjs.com/package/%40noble%2Fhashes;npm install @noble/hashes@1.4.0;pkijs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@nodelib/fs.scandir;2.1.5;2.1.5;https://www.npmjs.com/package/%40nodelib%2Ffs.scandir;npm install @nodelib/fs.scandir@2.1.5;@nodelib/fs.walk;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;4.0.1;версия не совпадает
@nodelib/fs.stat;2.0.5;2.0.5;https://www.npmjs.com/package/%40nodelib%2Ffs.stat;npm install @nodelib/fs.stat@2.0.5;@nodelib/fs.scandir, fast-glob;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;4.0.0;версия не совпадает
@nodelib/fs.walk;1.2.8;1.2.8;https://www.npmjs.com/package/%40nodelib%2Ffs.walk;npm install @nodelib/fs.walk@1.2.8;fast-glob;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;3.0.1;версия не совпадает
@oxc-parser/binding-android-arm-eabi;0.142.0;0.142.0;https://www.npmjs.com/package/%40oxc-parser%2Fbinding-android-arm-eabi;npm install @oxc-parser/binding-android-arm-eabi@0.142.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@oxc-parser/binding-android-arm64;0.142.0;0.142.0;https://www.npmjs.com/package/%40oxc-parser%2Fbinding-android-arm64;npm install @oxc-parser/binding-android-arm64@0.142.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@oxc-parser/binding-darwin-arm64;0.142.0;0.142.0;https://www.npmjs.com/package/%40oxc-parser%2Fbinding-darwin-arm64;npm install @oxc-parser/binding-darwin-arm64@0.142.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@oxc-parser/binding-darwin-x64;0.142.0;0.142.0;https://www.npmjs.com/package/%40oxc-parser%2Fbinding-darwin-x64;npm install @oxc-parser/binding-darwin-x64@0.142.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@oxc-parser/binding-freebsd-x64;0.142.0;0.142.0;https://www.npmjs.com/package/%40oxc-parser%2Fbinding-freebsd-x64;npm install @oxc-parser/binding-freebsd-x64@0.142.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@oxc-parser/binding-linux-arm-gnueabihf;0.142.0;0.142.0;https://www.npmjs.com/package/%40oxc-parser%2Fbinding-linux-arm-gnueabihf;npm install @oxc-parser/binding-linux-arm-gnueabihf@0.142.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@oxc-parser/binding-linux-arm-musleabihf;0.142.0;0.142.0;https://www.npmjs.com/package/%40oxc-parser%2Fbinding-linux-arm-musleabihf;npm install @oxc-parser/binding-linux-arm-musleabihf@0.142.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@oxc-parser/binding-linux-arm64-gnu;0.142.0;0.142.0;https://www.npmjs.com/package/%40oxc-parser%2Fbinding-linux-arm64-gnu;npm install @oxc-parser/binding-linux-arm64-gnu@0.142.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@oxc-parser/binding-linux-arm64-musl;0.142.0;0.142.0;https://www.npmjs.com/package/%40oxc-parser%2Fbinding-linux-arm64-musl;npm install @oxc-parser/binding-linux-arm64-musl@0.142.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@oxc-parser/binding-linux-ppc64-gnu;0.142.0;0.142.0;https://www.npmjs.com/package/%40oxc-parser%2Fbinding-linux-ppc64-gnu;npm install @oxc-parser/binding-linux-ppc64-gnu@0.142.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@oxc-parser/binding-linux-riscv64-gnu;0.142.0;0.142.0;https://www.npmjs.com/package/%40oxc-parser%2Fbinding-linux-riscv64-gnu;npm install @oxc-parser/binding-linux-riscv64-gnu@0.142.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@oxc-parser/binding-linux-riscv64-musl;0.142.0;0.142.0;https://www.npmjs.com/package/%40oxc-parser%2Fbinding-linux-riscv64-musl;npm install @oxc-parser/binding-linux-riscv64-musl@0.142.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@oxc-parser/binding-linux-s390x-gnu;0.142.0;0.142.0;https://www.npmjs.com/package/%40oxc-parser%2Fbinding-linux-s390x-gnu;npm install @oxc-parser/binding-linux-s390x-gnu@0.142.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@oxc-parser/binding-linux-x64-gnu;0.142.0;0.142.0;https://www.npmjs.com/package/%40oxc-parser%2Fbinding-linux-x64-gnu;npm install @oxc-parser/binding-linux-x64-gnu@0.142.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@oxc-parser/binding-linux-x64-musl;0.142.0;0.142.0;https://www.npmjs.com/package/%40oxc-parser%2Fbinding-linux-x64-musl;npm install @oxc-parser/binding-linux-x64-musl@0.142.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@oxc-parser/binding-openharmony-arm64;0.142.0;0.142.0;https://www.npmjs.com/package/%40oxc-parser%2Fbinding-openharmony-arm64;npm install @oxc-parser/binding-openharmony-arm64@0.142.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@oxc-parser/binding-wasm32-wasi;0.142.0;0.142.0;https://www.npmjs.com/package/%40oxc-parser%2Fbinding-wasm32-wasi;npm install @oxc-parser/binding-wasm32-wasi@0.142.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@oxc-parser/binding-win32-arm64-msvc;0.142.0;0.142.0;https://www.npmjs.com/package/%40oxc-parser%2Fbinding-win32-arm64-msvc;npm install @oxc-parser/binding-win32-arm64-msvc@0.142.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@oxc-parser/binding-win32-ia32-msvc;0.142.0;0.142.0;https://www.npmjs.com/package/%40oxc-parser%2Fbinding-win32-ia32-msvc;npm install @oxc-parser/binding-win32-ia32-msvc@0.142.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@oxc-parser/binding-win32-x64-msvc;0.142.0;0.142.0;https://www.npmjs.com/package/%40oxc-parser%2Fbinding-win32-x64-msvc;npm install @oxc-parser/binding-win32-x64-msvc@0.142.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@oxc-project/types;0.142.0;0.142.0;https://www.npmjs.com/package/%40oxc-project%2Ftypes;npm install @oxc-project/types@0.142.0;oxc-parser, rolldown;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@parcel/source-map;2.1.1;2.1.1;https://www.npmjs.com/package/%40parcel%2Fsource-map;npm install @parcel/source-map@2.1.1;@chialab/estransform;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@parcel/watcher;2.6.0;2.6.0;https://www.npmjs.com/package/%40parcel%2Fwatcher;npm install @parcel/watcher@2.6.0;jest-haste-map;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@parcel/watcher-android-arm64;2.6.0;2.6.0;https://www.npmjs.com/package/%40parcel%2Fwatcher-android-arm64;npm install @parcel/watcher-android-arm64@2.6.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@parcel/watcher-darwin-arm64;2.6.0;2.6.0;https://www.npmjs.com/package/%40parcel%2Fwatcher-darwin-arm64;npm install @parcel/watcher-darwin-arm64@2.6.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@parcel/watcher-darwin-x64;2.6.0;2.6.0;https://www.npmjs.com/package/%40parcel%2Fwatcher-darwin-x64;npm install @parcel/watcher-darwin-x64@2.6.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@parcel/watcher-freebsd-x64;2.6.0;2.6.0;https://www.npmjs.com/package/%40parcel%2Fwatcher-freebsd-x64;npm install @parcel/watcher-freebsd-x64@2.6.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@parcel/watcher-linux-arm-glibc;2.6.0;2.6.0;https://www.npmjs.com/package/%40parcel%2Fwatcher-linux-arm-glibc;npm install @parcel/watcher-linux-arm-glibc@2.6.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@parcel/watcher-linux-arm-musl;2.6.0;2.6.0;https://www.npmjs.com/package/%40parcel%2Fwatcher-linux-arm-musl;npm install @parcel/watcher-linux-arm-musl@2.6.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@parcel/watcher-linux-arm64-glibc;2.6.0;2.6.0;https://www.npmjs.com/package/%40parcel%2Fwatcher-linux-arm64-glibc;npm install @parcel/watcher-linux-arm64-glibc@2.6.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@parcel/watcher-linux-arm64-musl;2.6.0;2.6.0;https://www.npmjs.com/package/%40parcel%2Fwatcher-linux-arm64-musl;npm install @parcel/watcher-linux-arm64-musl@2.6.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@parcel/watcher-linux-x64-glibc;2.6.0;2.6.0;https://www.npmjs.com/package/%40parcel%2Fwatcher-linux-x64-glibc;npm install @parcel/watcher-linux-x64-glibc@2.6.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@parcel/watcher-linux-x64-musl;2.6.0;2.6.0;https://www.npmjs.com/package/%40parcel%2Fwatcher-linux-x64-musl;npm install @parcel/watcher-linux-x64-musl@2.6.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@parcel/watcher-win32-arm64;2.6.0;2.6.0;https://www.npmjs.com/package/%40parcel%2Fwatcher-win32-arm64;npm install @parcel/watcher-win32-arm64@2.6.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@parcel/watcher-win32-x64;2.6.0;2.6.0;https://www.npmjs.com/package/%40parcel%2Fwatcher-win32-x64;npm install @parcel/watcher-win32-x64@2.6.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@peculiar/asn1-cms;2.9.4;2.9.4;https://www.npmjs.com/package/%40peculiar%2Fasn1-cms;npm install @peculiar/asn1-cms@2.9.4;@peculiar/asn1-pfx, @peculiar/asn1-pkcs9, @peculiar/x509;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@peculiar/asn1-csr;2.9.4;2.9.4;https://www.npmjs.com/package/%40peculiar%2Fasn1-csr;npm install @peculiar/asn1-csr@2.9.4;@peculiar/x509;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@peculiar/asn1-ecc;2.9.4;2.9.4;https://www.npmjs.com/package/%40peculiar%2Fasn1-ecc;npm install @peculiar/asn1-ecc@2.9.4;@peculiar/x509;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@peculiar/asn1-pfx;2.9.4;2.9.4;https://www.npmjs.com/package/%40peculiar%2Fasn1-pfx;npm install @peculiar/asn1-pfx@2.9.4;@peculiar/asn1-pkcs9;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@peculiar/asn1-pkcs8;2.9.4;2.9.4;https://www.npmjs.com/package/%40peculiar%2Fasn1-pkcs8;npm install @peculiar/asn1-pkcs8@2.9.4;@peculiar/asn1-pfx, @peculiar/asn1-pkcs9;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@peculiar/asn1-pkcs9;2.9.4;2.9.4;https://www.npmjs.com/package/%40peculiar%2Fasn1-pkcs9;npm install @peculiar/asn1-pkcs9@2.9.4;@peculiar/x509;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@peculiar/asn1-rsa;2.9.4;2.9.4;https://www.npmjs.com/package/%40peculiar%2Fasn1-rsa;npm install @peculiar/asn1-rsa@2.9.4;@peculiar/asn1-pfx, @peculiar/x509;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@peculiar/asn1-schema;2.9.4;2.9.4;https://www.npmjs.com/package/%40peculiar%2Fasn1-schema;npm install @peculiar/asn1-schema@2.9.4;@peculiar/asn1-cms, @peculiar/asn1-csr, @peculiar/asn1-ecc, @peculiar/asn1-pfx, @peculiar/asn1-pkcs8, @peculiar/asn1-pkcs9, @peculiar/asn1-rsa, @peculiar/asn1-x509, @peculiar/asn1-x509-attr, @peculiar/x509;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@peculiar/asn1-x509;2.9.4;2.9.4;https://www.npmjs.com/package/%40peculiar%2Fasn1-x509;npm install @peculiar/asn1-x509@2.9.4;@peculiar/asn1-cms, @peculiar/asn1-csr, @peculiar/asn1-ecc, @peculiar/asn1-pkcs8, @peculiar/asn1-pkcs9, @peculiar/asn1-rsa, @peculiar/asn1-x509-attr, @peculiar/x509;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@peculiar/asn1-x509-attr;2.9.4;2.9.4;https://www.npmjs.com/package/%40peculiar%2Fasn1-x509-attr;npm install @peculiar/asn1-x509-attr@2.9.4;@peculiar/asn1-cms, @peculiar/asn1-pkcs9;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@peculiar/utils;2.0.3;2.0.3;https://www.npmjs.com/package/%40peculiar%2Futils;npm install @peculiar/utils@2.0.3;@peculiar/asn1-schema, @peculiar/asn1-x509;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
