name;version OLD;version NEW;URL к репозиторию;alternative;dependency;комментарий;Версия ПО (опросник);Статус
@inquirer/editor;5.3.3;5.3.3;https://www.npmjs.com/package/%40inquirer%2Feditor;npm install @inquirer/editor@5.3.3;@inquirer/prompts;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@inquirer/expand;5.1.5;5.1.5;https://www.npmjs.com/package/%40inquirer%2Fexpand;npm install @inquirer/expand@5.1.5;@inquirer/prompts;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@inquirer/external-editor;3.0.5;3.0.5;https://www.npmjs.com/package/%40inquirer%2Fexternal-editor;npm install @inquirer/external-editor@3.0.5;@inquirer/editor;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@inquirer/figures;2.0.9;2.0.9;https://www.npmjs.com/package/%40inquirer%2Ffigures;npm install @inquirer/figures@2.0.9;@inquirer/checkbox, @inquirer/core, @inquirer/search, @inquirer/select;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@inquirer/input;5.1.6;5.1.6;https://www.npmjs.com/package/%40inquirer%2Finput;npm install @inquirer/input@5.1.6;@inquirer/prompts;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@inquirer/number;4.2.3;4.2.3;https://www.npmjs.com/package/%40inquirer%2Fnumber;npm install @inquirer/number@4.2.3;@inquirer/prompts;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@inquirer/password;5.2.2;5.2.2;https://www.npmjs.com/package/%40inquirer%2Fpassword;npm install @inquirer/password@5.2.2;@inquirer/prompts;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@inquirer/prompts;8.5.2;8.5.2;https://www.npmjs.com/package/%40inquirer%2Fprompts;npm install @inquirer/prompts@8.5.2;@angular/cli;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@inquirer/rawlist;5.3.5;5.3.5;https://www.npmjs.com/package/%40inquirer%2Frawlist;npm install @inquirer/rawlist@5.3.5;@inquirer/prompts;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@inquirer/search;4.3.3;4.3.3;https://www.npmjs.com/package/%40inquirer%2Fsearch;npm install @inquirer/search@4.3.3;@inquirer/prompts;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@inquirer/select;5.2.5;5.2.5;https://www.npmjs.com/package/%40inquirer%2Fselect;npm install @inquirer/select@5.2.5;@inquirer/prompts;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@inquirer/type;4.1.1;4.1.1;https://www.npmjs.com/package/%40inquirer%2Ftype;npm install @inquirer/type@4.1.1;@inquirer/checkbox, @inquirer/confirm, @inquirer/core, @inquirer/editor, @inquirer/expand, @inquirer/input, @inquirer/number, @inquirer/password, @inquirer/rawlist, @inquirer/search, @inquirer/select, @listr2/prompt-adapter-inquirer;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@isaacs/cliui;8.0.2;8.0.2;https://www.npmjs.com/package/%40isaacs%2Fcliui;npm install @isaacs/cliui@8.0.2;jackspeak;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;9.0.0;версия не совпадает
@jest/environment-jsdom-abstract;30.5.1;30.5.1;https://www.npmjs.com/package/%40jest%2Fenvironment-jsdom-abstract;npm install @jest/environment-jsdom-abstract@30.5.1;jest-environment-jsdom, jest-preset-angular;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@jest/get-type;30.5.0;30.5.0;https://www.npmjs.com/package/%40jest%2Fget-type;npm install @jest/get-type@30.5.0;@jest/expect-utils, expect, jest-config, jest-diff, jest-each, jest-leak-detector, jest-matcher-utils, jest-snapshot, jest-validate;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@jest/pattern;30.5.0;30.5.0;https://www.npmjs.com/package/%40jest%2Fpattern;npm install @jest/pattern@30.5.0;@jest/core, @jest/types, jest-config;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@jest/react-is-18;18.3.1;18.3.1;https://www.npmjs.com/package/%40jest%2Freact-is-18;npm install @jest/react-is-18@18.3.1;pretty-format;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@jest/react-is-19;19.3.0;19.3.0;https://www.npmjs.com/package/%40jest%2Freact-is-19;npm install @jest/react-is-19@19.3.0;pretty-format;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@jest/snapshot-utils;30.5.1;30.5.1;https://www.npmjs.com/package/%40jest%2Fsnapshot-utils;npm install @jest/snapshot-utils@30.5.1;jest-snapshot;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@jsonjoy.com/base64;1.1.2;1.1.2;https://www.npmjs.com/package/%40jsonjoy.com%2Fbase64;npm install @jsonjoy.com/base64@1.1.2;@jsonjoy.com/json-pack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@jsonjoy.com/buffers;17.67.0;17.67.0;https://www.npmjs.com/package/%40jsonjoy.com%2Fbuffers;npm install @jsonjoy.com/buffers@17.67.0;@jsonjoy.com/fs-snapshot, @jsonjoy.com/json-pack, @jsonjoy.com/util;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@jsonjoy.com/codegen;1.0.0;1.0.0;https://www.npmjs.com/package/%40jsonjoy.com%2Fcodegen;npm install @jsonjoy.com/codegen@1.0.0;@jsonjoy.com/json-pack, @jsonjoy.com/json-pointer, @jsonjoy.com/util;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@jsonjoy.com/fs-core;4.75.0;4.75.0;https://www.npmjs.com/package/%40jsonjoy.com%2Ffs-core;npm install @jsonjoy.com/fs-core@4.75.0;@jsonjoy.com/fs-fsa, @jsonjoy.com/fs-node, memfs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
